x,y,z,tke
2.113049,0.53367352,0.005,0.13845825
2.1480663,0.53260845,0.005,0.1444774
2.133867,0.49902269,0.005,0.18341091
2.1118953,0.5124051,0.005,0.14801787
2.0804989,0.56560594,0.005,0.11061981
2.0906799,0.60575044,0.005,0.15261962
2.0980949,0.63711649,0.005,0.22702226
2.0767391,0.60601979,0.005,0.11931735
2.0679255,0.63263172,0.005,0.20874695
2.0714207,0.6772449,0.005,0.24671432
2.0753212,0.64479846,0.005,0.24477923
2.1054959,0.71064872,0.005,0.22421955
2.0674314,0.71843445,0.005,0.20472191
2.1259816,0.7207275,0.005,0.28392324
2.1269374,0.72429061,0.005,0.2956748
2.083401,0.6953885,0.005,0.26033041
2.1032498,0.6560052,0.005,0.25932142
2.1071539,0.65442735,0.005,0.26544666
2.1072152,0.65093666,0.005,0.2522364
1.9667901,0.73725384,0.005,0.1559587
2.0089412,0.76436806,0.005,0.26580215
2.0487089,0.77921057,0.005,0.26991495
2.0513842,0.73453683,0.005,0.24255033
2.0476925,0.75690013,0.005,0.22887652
2.0041406,0.73904896,0.005,0.19410622
2.0573301,0.711945,0.005,0.21062955
2.0322886,0.71944541,0.005,0.18788068
1.9946132,0.71725225,0.005,0.18053834
1.9743115,0.72173756,0.005,0.16110694
2.0017745,0.70128602,0.005,0.20453614
1.9403706,0.81473333,0.005,0.31239733
1.9390744,0.81836462,0.005,0.31185192
2.0064049,0.76319748,0.005,0.22511375
2.0032988,0.76579547,0.005,0.25256678
1.995958,0.74942917,0.005,0.17851034
1.9711605,0.74831146,0.005,0.16980165
1.9336327,0.78533792,0.005,0.22806343
1.9808334,0.7656514,0.005,0.21200682
1.9468834,0.79042709,0.005,0.22823088
1.9176148,0.79736584,0.005,0.2385671
1.89982,0.81241369,0.005,0.28382629
1.9195601,0.81174076,0.005,0.25388968
1.9379214,0.81267405,0.005,0.27255282
1.8876274,0.8207171,0.005,0.26812166
1.7880028,0.89032334,0.005,0.24372409
1.8611335,0.85754234,0.005,0.2860682
1.8685399,0.84122938,0.005,0.27345383
1.8402277,0.89003843,0.005,0.26652926
1.813841,0.88124967,0.005,0.27045724
1.8376952,0.86492634,0.005,0.26289463
2.1813817,-0.046964116,0.005,0.22522393
2.2051446,-0.046145745,0.005,0.22898263
2.2095752,-0.07387384,0.005,0.23573768
2.188472,-0.09217006,0.005,0.24349746
2.1753442,-0.08745677,0.005,0.25248918
2.1600878,-0.10053408,0.005,0.24586159
2.1864891,0.032553606,0.005,0.23987815
2.1805878,-0.012455281,0.005,0.22962219
2.192996,0.007290519,0.005,0.20650372
2.2299569,0.026121369,0.005,0.21236704
2.2322462,0.086100958,0.005,0.20786962
2.216043,0.067989133,0.005,0.22248998
2.1840982,0.047056805,0.005,0.21935223
2.2142637,0.038477417,0.005,0.22775228
2.2187159,-0.02681979,0.005,0.20340216
2.2175617,-0.030232219,0.005,0.2014928
2.1780634,0.10644504,0.005,0.21179681
2.1758294,0.066192679,0.005,0.22070663
2.1854537,0.08509811,0.005,0.19641504
2.1957552,0.12554972,0.005,0.1936644
2.1809452,-0.16356452,0.005,0.21843311
2.1847622,-0.11748265,0.005,0.22212055
2.1505754,-0.15521477,0.005,0.20630047
2.1375983,-0.11440319,0.005,0.19971097
2.1424718,-0.1351908,0.005,0.23283954
2.0933051,-0.26671997,0.005,0.20625958
2.1086323,-0.24854559,0.005,0.20871086
2.1146548,-0.28403816,0.005,0.15683013
2.131314,-0.13933522,0.005,0.24804071
2.1352496,-0.16453858,0.005,0.23041515
2.1275511,-0.15655112,0.005,0.24215008
2.1194227,-0.1896392,0.005,0.2428382
2.1196797,-0.2075475,0.005,0.20948197
2.1206677,-0.22916293,0.005,0.23407616
2.1048734,-0.18661241,0.005,0.25744322
1.2844074,1.009445,0.005,0.16454302
1.2908713,1.026718,0.005,0.19436355
1.2672659,1.0492226,0.005,0.22323708
1.3797567,0.98687541,0.005,0.32154676
1.3978165,0.98984683,0.005,0.33011347
1.3357134,1.0301851,0.005,0.16717851
1.3651743,1.0040547,0.005,0.1877732
1.4169149,0.96630734,0.005,0.35809678
1.3751402,0.96044421,0.005,0.39671075
1.4199022,1.0282488,0.005,0.21332791
1.5400112,1.0047439,0.005,0.31316394
1.4628569,1.0224099,0.005,0.2770949
1.7604256,0.92926258,0.005,0.21063671
1.7845463,0.8906737,0.005,0.24735779
1.7617271,0.88739455,0.005,0.25724855
1.7466513,0.91034991,0.005,0.23925164
1.7571601,0.93052697,0.005,0.22358996
1.5846097,1.0086367,0.005,0.30303237
1.5984371,0.9886018,0.005,0.31174943
1.6585928,0.99194461,0.005,0.29651183
1.6225311,0.99163198,0.005,0.29758731
1.6133428,0.96998078,0.005,0.30685046
1.6684016,0.96161705,0.005,0.29092017
1.6546283,0.97517371,0.005,0.30019757
1.6273898,0.96704221,0.005,0.30754694
1.7314777,0.91921204,0.005,0.26839691
1.6853341,0.96630007,0.005,0.26494125
1.703504,0.95674163,0.005,0.31625828
1.712646,0.94801867,0.005,0.27535146
1.6757426,0.94890094,0.005,0.3187235
1.5870987,0.94128269,0.005,0.3271893
1.4023919,1.0044001,0.005,0.33381316
1.4389542,0.98464233,0.005,0.37076268
1.4299872,0.96120983,0.005,0.38034412
1.5916811,1.0285695,0.005,0.29549268
1.5506344,1.0262901,0.005,0.28569967
1.5068026,1.0250221,0.005,0.28138933
1.5470291,1.023615,0.005,0.29842728
1.4666888,1.0213784,0.005,0.29835454
1.5471454,0.96955603,0.005,0.32883796
1.569858,0.97089195,0.005,0.31535354
1.4780357,1.0022547,0.005,0.33922914
1.4626887,0.98105884,0.005,0.37923762
1.4621762,0.96578211,0.005,0.35159269
1.4435428,0.95338947,0.005,0.37737012
1.5237305,0.96822333,0.005,0.33764797
1.501272,0.96533144,0.005,0.35632774
1.5405244,0.93889141,0.005,0.34276938
1.0690467,1.005365,0.005,0.33034632
1.0566391,1.0594217,0.005,0.27858636
1.0486774,1.0437782,0.005,0.30276698
1.047133,1.0115761,0.005,0.33445403
1.0243192,1.0311571,0.005,0.36170611
1.0679219,0.98036289,0.005,0.51635695
1.0631251,0.96065748,0.005,0.47022066
1.0502906,0.98927659,0.005,0.59672356
1.0429929,0.95448667,0.005,0.69272298
1.008253,1.0339141,0.005,0.3926551
1.0595261,1.0603678,0.005,0.24347316
1.0993084,1.0561562,0.005,0.25157374
1.1041472,1.0585979,0.005,0.23384318
1.1201099,1.0207497,0.005,0.33681756
1.0829898,1.0169854,0.005,0.34532923
1.0463426,0.95319206,0.005,0.67116356
1.0826701,0.96831441,0.005,0.47985953
1.1176726,0.9848671,0.005,0.38986778
1.2384876,0.96710336,0.005,0.25998622
1.2495378,1.0209012,0.005,0.21356308
1.2460251,1.0222389,0.005,0.23337759
1.2060533,1.015624,0.005,0.24617796
1.2279204,0.98455983,0.005,0.22135891
1.3009377,0.99109912,0.005,0.20963575
1.2617007,1.0037912,0.005,0.1776146
1.2497014,1.0174795,0.005,0.19639322
1.2314606,0.98315912,0.005,0.22636631
1.268093,0.96586806,0.005,0.24975814
1.2999101,0.97660518,0.005,0.30058563
1.3225356,0.99119657,0.005,0.21968733
1.3614564,0.98388141,0.005,0.33864045
1.3387411,0.98045659,0.005,0.29863393
1.3346663,0.96889418,0.005,0.34584251
1.1588846,1.0038972,0.005,0.31962427
1.0897756,0.93227828,0.005,0.67448556
1.0689319,0.9218809,0.005,0.73896605
1.0975281,0.92346883,0.005,0.65114468
1.0830499,0.90082079,0.005,0.47913218
1.1160024,0.92223412,0.005,0.55326015
1.14688,0.96108985,0.005,0.41956109
1.1256225,0.94945437,0.005,0.503093
1.1058751,0.94258767,0.005,0.65412414
1.1457971,0.89538115,0.005,0.49290699
1.1830603,0.74831241,0.005,0.24975646
1.1677967,0.77755547,0.005,0.25779247
1.2285678,0.94651675,0.005,0.49499419
1.1898187,0.97391385,0.005,0.27528581
1.1990782,0.95867348,0.005,0.28197673
1.1827029,0.91255379,0.005,0.48406094
1.1584409,0.91095638,0.005,0.43838406
1.191304,0.93670928,0.005,0.51189703
1.1563857,0.92432219,0.005,0.55076635
1.142204,0.93796629,0.005,0.49402902
1.2294112,0.93372363,0.005,0.45035046
1.2080568,0.91968471,0.005,0.42387044
1.1901656,0.89796162,0.005,0.40745091
1.2112223,0.89769077,0.005,0.4393121
1.1976497,0.85471123,0.005,0.39234582
2.2046144,0.26265767,0.005,0.19576149
2.2248535,0.2617909,0.005,0.19704546
2.2126987,0.2522032,0.005,0.19222555
2.1866674,0.1517211,0.005,0.18961063
2.2001016,0.1694435,0.005,0.17097595
2.2318819,0.18797247,0.005,0.17812714
2.1990228,0.22541636,0.005,0.18645144
2.2143173,0.19917533,0.005,0.1876792
2.2072868,0.18816252,0.005,0.19394913
2.1966162,0.12885268,0.005,0.17571384
2.2015285,0.32146457,0.005,0.24144
2.1880391,0.29863751,0.005,0.21044292
2.1992102,0.28851008,0.005,0.22305375
2.2139051,0.34092823,0.005,0.28615877
2.2178059,0.3030903,0.005,0.2590656
2.1958029,0.36341271,0.005,0.24310693
2.1878111,0.40416732,0.005,0.22920181
2.1828015,0.34083882,0.005,0.23646572
2.174238,0.41958213,0.005,0.2388109
2.1777859,0.43178612,0.005,0.23279329
2.1671829,0.46032438,0.005,0.20451638
2.1815817,0.50094318,0.005,0.20071311
2.165417,0.48968807,0.005,0.19673944
2.1932926,0.46438882,0.005,0.21766473
2.2120235,0.34371185,0.005,0.2879478
2.2141104,0.34773383,0.005,0.27233776
2.204711,0.38510764,0.005,0.28174859
2.1975098,0.4259533,0.005,0.2475591
2.1389179,0.45484534,0.005,0.21947201
2.0666955,0.5900473,0.005,0.11079385
2.1636722,0.54344255,0.005,0.15861596
2.1621497,0.5476405,0.005,0.13174199
2.1150913,0.55888838,0.005,0.11780686
2.0961838,0.5688026,0.005,0.11084592
2.0929909,0.58861113,0.005,0.14080572
2.1159513,0.52333796,0.005,0.14678335
2.0996864,0.53848767,0.005,0.13860653
2.1321278,0.52271456,0.005,0.16860873
2.1237061,0.47543311,0.005,0.19034903
2.1220078,0.5076825,0.005,0.17780724
2.130322,0.48630303,0.005,0.20403989
2.0965736,0.50790888,0.005,0.15598913
2.0869398,0.51996988,0.005,0.15018396
2.0887616,0.53892601,0.005,0.12987253
2.0761359,0.55122375,0.005,0.11648453
2.0729647,0.57619721,0.005,0.12226239
2.0898764,0.62298131,0.005,0.24687666
2.0714142,0.61816519,0.005,0.22075449
2.0613406,0.68379301,0.005,0.25301373
2.0543137,0.63471603,0.005,0.24352443
2.0608671,0.65824479,0.005,0.31168008
2.0402837,0.63449472,0.005,0.20131235
2.0842519,0.69990921,0.005,0.27220711
2.0818892,0.70195979,0.005,0.26366103
1.9567682,0.74214578,0.005,0.15989207
2.0472214,0.73532039,0.005,0.25608736
1.9995952,0.72578204,0.005,0.21405068
2.0624766,0.69853783,0.005,0.28687367
2.0437751,0.71743906,0.005,0.21775639
2.0245132,0.70884252,0.005,0.20028956
1.958964,0.70703238,0.005,0.19294839
1.9841912,0.71998936,0.005,0.19103351
1.9709908,0.70920372,0.005,0.17790236
2.0336168,0.67579335,0.005,0.26313761
2.0172181,0.69815809,0.005,0.19687858
1.9901136,0.69344503,0.005,0.23704706
2.0254612,0.6584723,0.005,0.29168728
1.9838101,0.7364912,0.005,0.2053
1.9585587,0.76116222,0.005,0.19902182
1.933706,0.76859689,0.005,0.18302819
1.9579264,0.76543522,0.005,0.22548439
1.9544549,0.76771313,0.005,0.21043146
1.9009908,0.78655988,0.005,0.22817932
1.8793653,0.81136721,0.005,0.24005517
1.9019178,0.80964893,0.005,0.26907939
1.8921106,0.7934444,0.005,0.23510852
1.8754989,0.828417,0.005,0.2963376
1.7885348,0.88694459,0.005,0.2587328
1.7639681,0.87456512,0.005,0.2589981
1.7894897,0.86221987,0.005,0.27014479
1.8608853,0.85427815,0.005,0.29167289
1.8565149,0.83294541,0.005,0.26814902
1.8007596,0.87171602,0.005,0.26340503
1.8263025,0.87289727,0.005,0.26080802
1.8359413,0.84532899,0.005,0.25764936
1.9427575,0.74011594,0.005,0.14777327
1.9380468,0.7139222,0.005,0.18363386
1.9303398,0.7531929,0.005,0.15008563
2.1715813,-0.056402903,0.005,0.23973103
2.1724722,-0.031367335,0.005,0.20577514
2.1912644,-0.062282901,0.005,0.20932966
2.192075,-0.066478282,0.005,0.21165717
2.1892173,-0.069006495,0.005,0.22411416
2.1716983,-0.070666283,0.005,0.23886803
2.1456647,-0.0925586,0.005,0.24765162
2.1361248,-0.11130822,0.005,0.21794224
2.1330416,-0.085590124,0.005,0.25017169
2.1719258,0.1326406,0.005,0.20103806
2.189008,0.006409645,0.005,0.2172903
2.1772349,0.025874231,0.005,0.24404551
2.1687727,-0.008369787,0.005,0.23929556
2.1682818,0.042901292,0.005,0.19813929
2.1991558,0.050656933,0.005,0.19984128
2.1667058,0.04645459,0.005,0.20251396
2.165365,0.019390672,0.005,0.24479835
2.1796679,0.14187926,0.005,0.18380351
2.1761928,0.12037304,0.005,0.20702852
2.1640739,0.092018329,0.005,0.20861812
2.1663206,0.071569912,0.005,0.22750986
2.1478674,-0.15374403,0.005,0.20719416
2.1354864,-0.11727965,0.005,0.20444261
2.0804648,-0.28093621,0.005,0.19095176
2.0901203,-0.24987723,0.005,0.21970953
2.0998032,-0.29792908,0.005,0.11312756
2.0817726,-0.2968936,0.005,0.14532177
2.1232634,-0.13009931,0.005,0.2373376
2.1222556,-0.17450579,0.005,0.21432063
2.1163235,-0.16045812,0.005,0.23234838
2.113204,-0.12253713,0.005,0.24437574
2.1150336,-0.11007611,0.005,0.232144
2.0553837,-0.27210709,0.005,0.19980313
2.0391252,-0.29048255,0.005,0.14231855
2.0488148,-0.28318894,0.005,0.14862886
2.1164303,-0.20524089,0.005,0.21421555
2.1022809,-0.22509523,0.005,0.22949927
2.1032565,-0.16892378,0.005,0.2411042
2.0883765,-0.23827679,0.005,0.22347341
2.0934124,-0.19967677,0.005,0.25127447
1.2763313,0.99254078,0.005,0.17760263
1.3662905,0.99881321,0.005,0.29379442
1.393167,0.9746055,0.005,0.35134378
1.3589388,0.95316964,0.005,0.42208081
1.4038622,0.95779574,0.005,0.38972062
1.3917152,0.95207858,0.005,0.39312118
1.5328525,0.98602706,0.005,0.33307573
1.7386168,0.85987061,0.005,0.25770748
1.7510767,0.86709166,0.005,0.25763658
1.7392582,0.88380146,0.005,0.25931352
1.7357545,0.89002198,0.005,0.22087741
1.578104,0.98875934,0.005,0.3198224
1.6187757,0.9887076,0.005,0.30589303
1.6084186,0.95161051,0.005,0.29274839
1.6312004,0.94093841,0.005,0.31708759
1.651853,0.95860797,0.005,0.26431909
1.6287861,0.95402634,0.005,0.31054544
1.7178203,0.90897059,0.005,0.23959805
1.6906724,0.9492535,0.005,0.30250221
1.7003098,0.9321571,0.005,0.21558696
1.6634935,0.93533558,0.005,0.32038113
1.7064257,0.89789897,0.005,0.29257709
1.7112929,0.87519646,0.005,0.27337897
1.673524,0.90837032,0.005,0.2878499
1.5671395,0.92353123,0.005,0.33329979
1.5537763,0.93116438,0.005,0.32973337
1.600731,0.93426836,0.005,0.31915721
1.5771887,0.93242544,0.005,0.32554182
1.6149997,0.92821866,0.005,0.32129553
1.4397491,0.98097581,0.005,0.38567111
1.420391,0.94068241,0.005,0.41527742
1.5612965,0.95294863,0.005,0.31594467
1.4157362,0.91564864,0.005,0.40023768
1.4428153,0.92555803,0.005,0.40510425
1.4885827,0.98224527,0.005,0.3503767
1.485077,0.979518,0.005,0.3546814
1.4763935,0.95836186,0.005,0.37349227
1.4447118,0.93817991,0.005,0.42990869
1.5146586,0.94922853,0.005,0.3300285
1.4904064,0.95266968,0.005,0.36598906
1.5305386,0.93017733,0.005,0.34367388
1.4565436,0.91543168,0.005,0.3737492
1.0548626,0.99430054,0.005,0.42384121
1.0404989,1.0286912,0.005,0.34621826
1.0544263,0.99099737,0.005,0.58983874
1.079493,0.96874374,0.005,0.51492095
1.2450602,0.95075876,0.005,0.44378388
1.2789888,0.99012011,0.005,0.21166806
1.2729009,0.98991847,0.005,0.21421146
1.2805618,0.97190094,0.005,0.28866571
1.2698288,0.95189017,0.005,0.46673456
1.2423037,0.89562345,0.005,0.39278197
1.2721888,0.93705815,0.005,0.41549188
1.2450224,0.92475605,0.005,0.39097393
1.2900981,0.92568237,0.005,0.43034607
1.2861643,0.97160316,0.005,0.32607052
1.3164535,0.96435159,0.005,0.35874328
1.3561283,0.97058898,0.005,0.37732312
1.3460591,0.95923567,0.005,0.40928191
1.308416,0.93579865,0.005,0.37859383
1.3339006,0.92111367,0.005,0.45732149
1.3527795,0.92950988,0.005,0.42226776
1.0732325,0.92131931,0.005,0.80648923
1.0927356,0.89069515,0.005,0.52273804
1.0884156,0.91316509,0.005,0.74126953
1.1230345,0.91122806,0.005,0.62347466
1.1282822,0.89872605,0.005,0.57513493
1.1057467,0.88358277,0.005,0.44329995
1.1457925,0.95683748,0.005,0.59939396
1.1465818,0.85438424,0.005,0.38809046
1.1563033,0.87908262,0.005,0.40479475
1.1850966,0.87316394,0.005,0.46440983
1.1585852,0.84011364,0.005,0.32005525
1.2015129,0.74487138,0.005,0.27231967
1.1826562,0.76311523,0.005,0.22518244
1.1529708,0.81661373,0.005,0.2484165
1.1699929,0.79773551,0.005,0.25606427
1.2118026,0.94159049,0.005,0.50373256
1.208028,0.94286203,0.005,0.46101251
1.1723876,0.91165954,0.005,0.52576935
1.1747317,0.93005246,0.005,0.60747397
1.1378895,0.9179557,0.005,0.58190221
1.2489542,0.94907349,0.005,0.49524775
1.218101,0.92564732,0.005,0.45082742
1.2107913,0.90871137,0.005,0.44483116
1.2061654,0.79983872,0.005,0.2802344
1.1879804,0.88649195,0.005,0.48229671
1.2008368,0.89569747,0.005,0.45886967
1.2240757,0.88669688,0.005,0.38528717
1.1890963,0.83898687,0.005,0.37466532
1.192994,0.81166536,0.005,0.34330145
1.2162991,0.85890627,0.005,0.35664618
2.1912889,0.26009315,0.005,0.20067003
2.2009227,0.24251805,0.005,0.20052989
2.1784201,0.25363225,0.005,0.19342421
2.1853323,0.22959106,0.005,0.18849045
2.1827121,0.16453971,0.005,0.18138449
2.1971314,0.20885767,0.005,0.18359724
2.187583,0.18987107,0.005,0.1900302
2.1784735,0.17583112,0.005,0.19181581
2.1921415,0.33089036,0.005,0.26218766
2.194267,0.31056303,0.005,0.24267446
2.1661415,0.29402649,0.005,0.21649767
2.161238,0.26591441,0.005,0.1980136
2.1836956,0.27489111,0.005,0.23811133
2.2083368,0.34317613,0.005,0.28667426
2.2139137,0.30233738,0.005,0.24730778
2.1892385,0.35245723,0.005,0.25561449
2.1875594,0.37493902,0.005,0.26262692
2.1793122,0.38703534,0.005,0.24415503
2.160598,0.33840296,0.005,0.24848346
2.1594088,0.42168897,0.005,0.24992193
2.1578312,0.43860421,0.005,0.24797608
2.1530337,0.45745647,0.005,0.21988745
2.1440468,0.42423248,0.005,0.22636117
2.1302941,0.43867752,0.005,0.22828464
2.1494138,0.47897243,0.005,0.22208533
2.1310513,0.46550262,0.005,0.2294253
2.0389059,0.59057254,0.005,0.11473376
2.0279157,0.61757588,0.005,0.16971451
2.0529933,0.58964139,0.005,0.12858847
2.027555,0.57498592,0.005,0.10850932
2.1008902,0.55309826,0.005,0.12560305
2.0912244,0.58479071,0.005,0.12037024
2.0998735,0.52400023,0.005,0.15527484
2.1097593,0.47221041,0.005,0.20647188
2.1111104,0.49282596,0.005,0.22786659
2.0919046,0.50062847,0.005,0.16300838
2.0777342,0.51836914,0.005,0.15652998
2.0873215,0.5289737,0.005,0.15427025
2.0627804,0.54984617,0.005,0.12417448
2.0556185,0.56827098,0.005,0.14049739
2.0525711,0.61376953,0.005,0.26693892
2.0485945,0.67594087,0.005,0.26421115
2.0572653,0.6557045,0.005,0.34153143
2.0347059,0.64666706,0.005,0.32982901
2.0135708,0.61919653,0.005,0.20840172
1.9553477,0.72278994,0.005,0.20842345
1.9497927,0.71121573,0.005,0.19237843
1.9558433,0.6850726,0.005,0.27162039
1.9847808,0.73348504,0.005,0.24094507
2.0430565,0.69504112,0.005,0.33697048
2.0392761,0.69955403,0.005,0.28041705
1.958189,0.69482291,0.005,0.25589275
1.9791133,0.70082426,0.005,0.24641262
2.0227704,0.68724853,0.005,0.2937749
1.9878025,0.68451113,0.005,0.26033211
1.9990574,0.62104195,0.005,0.14221397
2.0103278,0.65602428,0.005,0.3312147
1.9808311,0.67518932,0.005,0.21961966
1.9982281,0.65343332,0.005,0.22826026
1.9130369,0.76965755,0.005,0.19574714
1.8972114,0.77346253,0.005,0.20674451
1.8667499,0.81272268,0.005,0.24411005
1.8802427,0.7954917,0.005,0.234468
1.882007,0.77672154,0.005,0.22801012
1.777211,0.86857867,0.005,0.26813695
1.7896503,0.84052563,0.005,0.24733143
1.8550911,0.81558752,0.005,0.23793869
1.8474141,0.83878386,0.005,0.2712689
1.8124748,0.85505968,0.005,0.25782669
1.8234272,0.83627009,0.005,0.25589746
1.9373437,0.72476178,0.005,0.18490995
1.9273647,0.70347112,0.005,0.21211319
1.9153914,0.74915242,0.005,0.14408453
1.9013578,0.74701715,0.005,0.14892966
1.9890341,0.63791442,0.005,0.21408328
2.154918,-0.048599869,0.005,0.23240782
2.1534667,-0.034694001,0.005,0.21963923
2.1521113,-0.021145409,0.005,0.23312002
2.1132712,-0.021522487,0.005,0.23550302
2.1545708,-0.073531918,0.005,0.22488244
2.1117458,-0.049100738,0.005,0.23681317
2.1316326,-0.064787902,0.005,0.24246638
2.1154833,-0.09601336,0.005,0.24345656
2.1519179,0.1358767,0.005,0.19123454
2.1865785,0.008967557,0.005,0.21454443
2.1671009,0.005191874,0.005,0.22728236
2.1269274,-0.011303508,0.005,0.24233383
2.1294222,0.063806929,0.005,0.23465352
2.1441388,0.055725515,0.005,0.24043995
2.163202,0.046413064,0.005,0.2146735
2.1480904,0.028410306,0.005,0.23962288
2.1233146,0.016362317,0.005,0.24181904
2.1633618,0.15419503,0.005,0.16480872
2.1579177,0.11554748,0.005,0.19716823
2.1529684,0.097016364,0.005,0.20229246
2.1556015,0.063102707,0.005,0.22212088
2.0595663,-0.29804626,0.005,0.12213849
2.066669,-0.27454334,0.005,0.18960112
2.0715778,-0.25145733,0.005,0.20695664
2.0630026,-0.2959753,0.005,0.13089642
2.1111162,-0.14300729,0.005,0.21676047
2.1102448,-0.14605124,0.005,0.21729554
2.1011362,-0.12772539,0.005,0.23321217
2.0943613,-0.10817075,0.005,0.20654488
2.0480397,-0.24972396,0.005,0.24633205
2.0285411,-0.28281909,0.005,0.15518756
2.0377791,-0.2683855,0.005,0.15853594
2.0996335,-0.21204618,0.005,0.23174779
2.0843394,-0.15363406,0.005,0.24074146
2.0943987,-0.16274109,0.005,0.22973402
2.0514674,-0.23805256,0.005,0.21211112
2.0760987,-0.23572978,0.005,0.21892671
2.0790827,-0.19865797,0.005,0.24460699
2.0914707,-0.089105703,0.005,0.24203411
2.0879943,-0.13311456,0.005,0.2455698
1.3554165,0.94322622,0.005,0.45248434
1.4155321,0.94129699,0.005,0.42102027
1.3961766,0.93935215,0.005,0.44296533
1.3988018,0.92512208,0.005,0.43023354
1.2861849,0.89689678,0.005,0.39885414
1.2667822,0.88639635,0.005,0.40601975
1.2064141,0.76780796,0.005,0.22060825
1.7359128,0.88494754,0.005,0.24627103
1.7253914,0.86749595,0.005,0.25726813
1.7396049,0.84033346,0.005,0.2360651
1.763618,0.85033751,0.005,0.25151026
1.6457709,0.93764114,0.005,0.3229205
1.6491593,0.95621783,0.005,0.29323015
1.7003164,0.92763263,0.005,0.19770937
1.6961623,0.93186378,0.005,0.21967918
1.6689771,0.92294878,0.005,0.26808447
1.6904088,0.90406281,0.005,0.27527612
1.6996601,0.86571038,0.005,0.2526035
1.6590405,0.88048762,0.005,0.26891178
1.6551389,0.89398593,0.005,0.2760748
1.5719019,0.90269208,0.005,0.31878537
1.5457382,0.91381788,0.005,0.29806265
1.5618672,0.94854259,0.005,0.30191067
1.5927583,0.91679072,0.005,0.28320438
1.6161615,0.91483223,0.005,0.28262481
1.4225322,0.93752837,0.005,0.40798739
1.4164082,0.90223038,0.005,0.43635866
1.4284241,0.92129534,0.005,0.41725242
1.4668926,0.93822098,0.005,0.40740785
1.4689355,0.92127788,0.005,0.40646806
1.4815933,0.91922355,0.005,0.39288521
1.5152298,0.94521838,0.005,0.31926453
1.494126,0.93157572,0.005,0.37958571
1.6887215,0.85622984,0.005,0.24246132
1.5208731,0.92131048,0.005,0.35815248
1.4531425,0.89883375,0.005,0.39851841
1.374849,0.91382962,0.005,0.43970826
1.2895651,0.9540531,0.005,0.47285408
1.244604,0.91017395,0.005,0.52454913
1.254207,0.89077258,0.005,0.45564744
1.2579406,0.9303776,0.005,0.45681328
1.28842,0.9102205,0.005,0.59793341
1.2933092,0.95383626,0.005,0.47885492
1.3114562,0.95013016,0.005,0.46125191
1.33539,0.94786263,0.005,0.4590829
1.3206377,0.92838073,0.005,0.44064605
1.3330659,0.90686178,0.005,0.53529954
1.3642691,0.92095202,0.005,0.46682608
1.1535871,0.82923764,0.005,0.38268772
1.1036934,0.90483886,0.005,0.66286939
1.108431,0.90483683,0.005,0.65977895
1.1192148,0.88932836,0.005,0.59724408
1.1701001,0.87767172,0.005,0.4742972
1.1511785,0.86724192,0.005,0.55190265
1.1742883,0.87418199,0.005,0.49126393
1.1732892,0.84189934,0.005,0.43563363
1.1953412,0.76526785,0.005,0.24206553
1.1613787,0.80663949,0.005,0.31427032
1.1808702,0.80293024,0.005,0.3297281
1.2048568,0.78320855,0.005,0.2631419
1.169803,0.8951574,0.005,0.52654105
1.2253696,0.91020626,0.005,0.49784589
1.2170802,0.80351681,0.005,0.29935801
1.1725653,0.8930338,0.005,0.51846445
1.203523,0.87992913,0.005,0.51001596
1.2206337,0.87439919,0.005,0.47278261
1.1945374,0.82637626,0.005,0.40393898
1.2265091,0.84837329,0.005,0.37873212
2.1503942,0.17731555,0.005,0.18785261
2.138689,0.2335173,0.005,0.19408874
2.1976519,0.24479623,0.005,0.21173951
2.1790042,0.24169111,0.005,0.19529377
2.1745601,0.21524942,0.005,0.18596011
2.1649382,0.15982515,0.005,0.17049195
2.181123,0.20124242,0.005,0.18587504
2.1642528,0.17723832,0.005,0.18562676
2.0993998,0.44222441,0.005,0.21653579
2.1420441,0.35911676,0.005,0.24080525
2.0953925,0.47135389,0.005,0.18630984
2.0822175,0.4932768,0.005,0.15788233
2.0662429,0.51646066,0.005,0.15559602
2.0539155,0.54074323,0.005,0.12126867
2.0649891,0.50071865,0.005,0.16211842
2.1518247,0.31071317,0.005,0.2225873
2.1756566,0.31880596,0.005,0.28559726
2.1562836,0.32523316,0.005,0.25284871
2.1617262,0.28038934,0.005,0.22212178
2.1448069,0.25927314,0.005,0.19782707
2.1688597,0.36061344,0.005,0.28912386
2.1695459,0.36440992,0.005,0.28367966
2.1648865,0.38332403,0.005,0.25724357
2.1513481,0.34836769,0.005,0.25998035
2.150439,0.37884185,0.005,0.23992985
2.1355159,0.40183118,0.005,0.22496742
2.160465,0.40592042,0.005,0.28927049
2.148428,0.47540978,0.005,0.23644488
2.1394677,0.41395819,0.005,0.25316563
2.1149244,0.43995181,0.005,0.2416307
2.1136186,0.45546231,0.005,0.26231632
2.0325761,0.60482734,0.005,0.21513981
2.0504575,0.61083668,0.005,0.21767667
2.032733,0.56151414,0.005,0.13363908
1.9885567,0.59845966,0.005,0.11505551
2.0120139,0.57737321,0.005,0.12940411
2.0532589,0.56498718,0.005,0.13628967
2.0363185,0.54656833,0.005,0.1269874
2.1051991,0.48944464,0.005,0.23513068
2.1061456,0.49263188,0.005,0.22702938
2.0755856,0.53227162,0.005,0.16405314
2.0718901,0.53393275,0.005,0.15456173
